word,pos
daily,NN
says,VBZ
police,NN
Thursday,NNP
seized,VBD
an,DT
unlicensed,JJ
gun,NN
",",","
documents,NNS
",",","
CDs,NNS
and,CC
laptops,NNS
during,IN
a,DT
search,NN
of,IN
homes,NNS
and,CC
offices,NNS
of,IN
suspected,JJ
al-Qaida,NNP
members,NNS
in,IN
the,DT
eastern,JJ
province,NN
of,IN
Van,NNP
.,.
A,DT
Moscow,NNP
court,NN
has,VBZ
rejected,VBN
the,DT
appeal,NN
of,IN
former,JJ
Russian,JJ
oil,NN
tycoon,NN
Mikhail,NNP
Khodorkovsky,NNP
against,IN
his,PRP$
conviction,NN
on,IN
fraud,NN
and,CC
tax,NN
evasion,NN
charges,NNS
",",","
but,CC
the,DT
court,NN
reduced,VBD
his,PRP$
prison,NN
sentence,NN
from,IN
nine,CD
to,CC
eight,CD
years,NNS
.,.
Khodorkovsky,NNP
",",","
once,RB
Russia,NNP
's,POS
richest,JJS
man,NN
",",","
was,VBD
convicted,VBN
in,IN
May,NNP
in,IN
what,WP
his,PRP$
supporters,NNS
call,VBP
a,DT
political,JJ
trial,NN
in,IN
retaliation,NN
for,IN
the,DT
tycoon,NN
's,POS
backing,NN
of,IN
opposition,NN
politicians,NNS
.,.
Thursday,NNP
's,POS
proceedings,NNS
got,VBD
underway,NN
after,IN
the,DT
court,NN
repeatedly,RB
rejected,VBD
defense,NN
motions,NNS
for,IN
a,DT
delay,NN
to,TO
allow,VB
them,PRP
more,JJR
preparation,NN
time,NN
.,.
In,IN
a,DT
statement,NN
to,TO
the,DT
court,NN
",",","
Khodorkovsky,NNP
proclaimed,VBD
his,PRP$
innocence,NN
and,CC
accused,VBD
bureaucrats,NNS
opposed,VBN
to,TO
his,PRP$
funding,NN
of,IN
the,DT
political,JJ
opposition,NN
of,IN
responsibility,NN
for,IN
his,PRP$
conviction,NN
.,.
Supporters,NNS
of,IN
the,DT
former,JJ
chief,NN
of,IN
the,DT
giant,JJ
Russian,JJ
oil,NN
firm,NN
Yukos,NNP
say,VBP
authorities,NNS
had,VBD
rushed,VBN
through,IN
the,DT
appeal,NN
to,TO
prevent,VB
Khodorkovsky,NNP
from,IN
running,VBG
in,IN
a,DT
December,NNP
parliamentary,JJ
by-election,NN
.,.
The,DT
African,NNP
Union,NNP
says,VBZ
it,PRP
is,VBZ
temporarily,RB
suspending,VBG
the,DT
deployment,NN
of,IN
troops,NNS
to,TO
Sudan,NNP
's,POS
troubled,JJ
Darfur,NNP
region,NN
because,IN
of,IN
a,DT
fuel,NN
shortage,NN
.,.
AU,NNP
officials,NNS
say,VBP
the,DT
suspension,NN
will,MD
last,VB
several,JJ
weeks,NNS
.,.
The,DT
Associated,NNP
Press,NNP
reports,VBZ
the,DT
fuel,NN
shortage,NN
was,VBD
caused,VBN
by,IN
the,DT
closure,NN
of,IN
a,DT
refinery,NN
in,IN
Sudan,NNP
's,POS
capital,NN
",",","
Khartoum,NNP
",",","
for,IN
repairs,NNS
.,.
AU,NNP
officials,NNS
say,VBP
heavy,JJ
rains,NNS
in,IN
Darfur,NNP
are,VBP
also,RB
hindering,VBG
the,DT
deployment,NN
of,IN
troops,NNS
as,IN
some,DT
roads,NNS
have,VBP
become,VBN
impassable,JJ
.,.
Several,JJ
thousand,CD
AU,NNP
troops,NNS
and,CC
police,NNS
officers,NNS
are,VBP
already,RB
in,IN
Darfur,NNP
.,.
The,DT
force,NN
is,VBZ
expected,VBN
to,TO
number,VB
more,JJR
than,IN
"7,000",CD
when,WRB
the,DT
deployment,NN
is,VBZ
completed,VBN
.,.
The,DT
force,NN
is,VBZ
monitoring,VBG
a,DT
cease-fire,NN
between,IN
Darfur,NNP
rebels,NNS
and,CC
pro-government,JJ
Arab,JJ
militia,NN
.,.
The,DT
conflict,NN
has,VBZ
left,VBN
"1,80,000",CD
people,NNS
dead,JJ
and,CC
two,CD
million,CD
others,NNS
displaced,VBD
.,.
China,NNP
says,VBZ
at,IN
least,JJS
37,CD
miners,NNS
died,VBD
early,JJ
Sunday,NNP
in,IN
a,DT
coal,NN
mine,NN
accident,NN
in,IN
the,DT
central,JJ
province,NN
of,IN
Henan,NNP
.,.
The,DT
official,JJ
Xinhua,NNP
news,NN
agency,NN
says,VBZ
seven,CD
other,JJ
miners,NNS
are,VBP
being,VBG
treated,VBN
in,IN
the,DT
hospital,NN
for,IN
their,PRP$
injuries,NNS
after,IN
what,WP
was,VBD
called,VBN
a,DT
gas,NN
"""",``
outburst,JJS
"""",``
in,IN
the,DT
private,JJ
mine,NN
near,IN
the,DT
city,NN
of,IN
Dengfeng,NNP
.,.
The,DT
report,NN
said,VBD
108,CD
people,NNS
were,VBD
underground,RB
when,WRB
the,DT
accident,NN
occurred,VBD
",",","
and,CC
64,CD
of,IN
them,PRP
escaped,VBD
.,.
The,DT
accident,NN
happened,VBD
one,CD
day,NN
after,IN
a,DT
fire,NN
at,IN
a,DT
coal,NN
mine,NN
in,IN
northeastern,JJ
China,NNP
killed,VBD
at,IN
least,JJS
five,CD
miners,NNS
and,CC
trapped,JJ
30,CD
.,.
Xinhua,NNP
said,VBD
the,DT
fire,NN
broke,VBD
out,RP
Saturday,NNP
at,IN
a,DT
mine,NN
in,IN
Hegang,NNP
City,NNP
",",","
Heilongjiang,NNP
province,NN
",",","
while,IN
44,CD
miners,NNS
were,VBD
working,VBG
underground,RB
.,.
China,NNP
's,POS
coal,NN
mines,NNS
are,VBP
the,DT
world,NN
's,POS
deadliest,JJS
",",","
with,IN
thousands,NNS
of,IN
people,NNS
dying,VBG
every,DT
year,NN
in,IN
explosions,NNS
",",","
cave-ins,NNS
and,CC
floods,NNS
.,.
Iraq,NNP
says,VBZ
it,PRP
will,MD
close,VB
its,PRP$
borders,NNS
and,CC
extend,VB
curfew,NN
hours,NNS
as,IN
part,NN
of,IN
an,DT
extensive,JJ
security,NN
plan,NN
to,TO
foil,VB
insurgent,JJ
attacks,NNS
during,IN
Thursday,NNP
's,POS
parliamentary,JJ
elections,NNS
.,.
The,DT
Interior,NNP
Ministry,NNP
says,VBZ
the,DT
curfews,NNS
will,MD
begin,VB
Tuesday,NNP
and,CC
last,JJ
until,IN
Saturday,NNP
.,.
During,IN
that,DT
time,NN
",",","
road,NN
travel,NN
will,MD
be,VB
restricted,VBN
to,TO
vehicles,NNS
with,IN
special,JJ
permits,NNS
.,.
All,DT
airports,NNS
will,MD
be,VB
closed,VBN
from,IN
Wednesday,NNP
to,TO
Friday,NNP
.,.
A,DT
coalition,NN
of,IN
Shi'ite,NNP
religious,JJ
parties,NNS
is,VBZ
expected,VBN
to,TO
win,VB
the,DT
biggest,JJS
bloc,NN
of,IN
seats,NNS
in,IN
the,DT
new,JJ
legislature,NN
.,.
But,CC
analysts,NNS
predict,VBP
that,IN
no,DT
party,NN
will,MD
win,VB
an,DT
outright,JJ
majority,NN
",",","
and,CC
that,IN
a,DT
coalition,NN
of,IN
Shi'ites,NNS
and,CC
Kurds,NNS
will,MD
likely,RB
govern,VB
.,.
The,DT
polls,NNS
will,MD
be,VB
the,DT
first,JJ
under,IN
the,DT
constitution,NN
ratified,VBN
in,IN
October,NNP
in,IN
a,DT
national,JJ
referendum,NN
.,.
Meanwhile,RB
",",","
the,DT
U.S.,NNP
military,NN
says,VBZ
an,DT
American,JJ
soldier,NN
was,VBD
killed,VBN
Sunday,NNP
when,WRB
a,DT
roadside,NN
bomb,NN
exploded,VBD
near,IN
his,PRP$
patrol,NN
in,IN
western,JJ
Baghdad,NNP
.,.
A,DT
former,JJ
White,NNP
House,NNP
aide,NN
to,TO
former,JJ
U.S.,NNP
President,NNP
George,NNP
Bush,NNP
has,VBZ
been,VBN
sentenced,VBN
to,TO
30,CD
months,NNS
in,IN
prison,NN
for,IN
stealing,VBG
nearly,RB
$,$
"6,00,000",CD
from,IN
a,DT
government-funded,JJ
program,NN
that,WDT
promotes,VBZ
democracy,NN
in,IN
Cuba,NNP
.,.
A,DT
federal,JJ
judge,NN
sentenced,VBD
Felipe,NNP
Sixto,NNP
on,IN
Wednesday,NNP
for,IN
the,DT
theft,NN
of,IN
funds,NNS
from,IN
the,DT
Center,NNP
for,IN
a,DT
Free,NNP
Cuba,NNP
.,.
Sixto,NNP
resigned,VBD
as,IN
a,DT
special,JJ
assistant,NN
to,TO
President,NNP
Bush,NNP
for,IN
intergovernmental,JJ
affairs,NNS
last,JJ
year,NN
",",","
after,IN
learning,VBG
the,DT
center,NN
was,VBD
taking,VBG
legal,JJ
action,NN
against,IN
him,PRP
.,.
He,PRP
pleaded,VBD
guilty,JJ
to,TO
theft,NN
in,IN
December,NNP
and,CC
apologized,VBN
for,IN
the,DT
crime,NN
.,.
Sixto,NNP
has,VBZ
admitted,VBN
he,PRP
bought,VBD
bulk,JJ
shipments,NNS
of,IN
radios,NNS
through,IN
two,CD
companies,NNS
he,PRP
created,VBD
",",","
then,RB
resold,VBD
the,DT
equipment,NN
to,TO
the,DT
center,NN
at,IN
a,DT
higher,JJR
price,NN
.,.
He,PRP
was,VBD
the,DT
center,NN
's,POS
chief,NN
of,IN
staff,NN
before,IN
moving,VBG
to,TO
the,DT
White,NNP
House,NNP
.,.
The,DT
Center,NNP
for,IN
a,DT
Free,NNP
Cuba,NNP
is,VBZ
a,DT
non-profit,JJ
institution,NN
dedicated,VBN
to,TO
promoting,VBG
human,JJ
rights,NNS
and,CC
democracy,NN
in,IN
Cuba,NNP
.,.
A,DT
moderate,JJ
earthquake,NN
struck,VBD
northwest,JJ
Pakistan,NNP
Sunday,NNP
",",","
but,CC
there,EX
were,VBD
no,DT
immediate,JJ
reports,NNS
of,IN
damage,NN
or,CC
injuries,NNS
.,.
The,DT
U.S.,NNP
Geological,NNP
Survey,NNP
measured,VBD
the,DT
quake,NN
at,IN
a,DT
magnitude,NN
of,IN
4.9,CD
.,.
Officials,NNS
say,VBP
the,DT
earthquake,NN
was,VBD
centered,VBN
in,IN
the,DT
Hindu,NNP
Kush,NNP
mountains,NNS
of,IN
neighboring,VBG
Afghanistan,NNP
.,.
Pakistani,JJ
officials,NNS
say,VBP
the,DT
earthquake,NN
was,VBD
felt,VBN
in,IN
the,DT
capital,NN
",",","
Islamabad,NNP
",",","
as,RB
well,RB
as,IN
Peshawar,NNP
and,CC
Chitral,NNP
.,.
Police,NN
officials,NNS
say,VBP
there,EX
were,VBD
no,DT
reports,NNS
of,IN
deaths,NNS
",",","
injuries,NNS
or,CC
damages,NNS
.,.
Iraqi,JJ
Sunni,NNP
leaders,NNS
say,VBP
they,PRP
want,VBP
more,JJR
seats,NNS
on,IN
the,DT
parliamentary,JJ
committee,NN
charged,VBN
with,IN
drafting,VBG
the,DT
country,NN
's,POS
constitution,NN
or,CC
they,PRP
will,MD
boycott,VB
the,DT
process,NN
.,.
A,DT
coalition,NN
of,IN
Sunni,NNP
organizations,NNS
said,VBD
Wednesday,NNP
they,PRP
want,VBP
to,TO
increase,VB
their,PRP$
current,JJ
special,JJ
allotment,NN
of,IN
13,CD
seats,NNS
to,TO
25,CD
",",","
strengthening,VBG
their,PRP$
voice,NN
on,IN
a,DT
key,JJ
committee,NN
that,WDT
could,MD
have,VB
a,DT
total,NN
of,IN
some,DT
75,CD
seats,NNS
.,.
The,DT
Sunnis,NNPS
have,VBP
already,RB
been,VBN
granted,VBN
11,CD
extra,JJ
seats,NNS
on,IN
the,DT
committee,NN
to,TO
make,VB
up,RP
for,IN
their,PRP$
small,JJ
number,NN
of,IN
legislators,NNS
-,IN
a,DT
result,NN
of,IN
the,DT
parliament,NN
election,NN
boycott,NN
by,IN
Sunni,NNP
voters,NNS
.,.
Shi'ite,NNP
leaders,NNS
have,VBP
not,RB
responded,VBN
to,TO
the,DT
demands,NNS
.,.
Meanwhile,RB
",",","
insurgent,JJ
attacks,NNS
across,IN
Iraq,NNP
Tuesday,NNP
killed,VBD
at,IN
least,JJS
25,CD
people,NNS
",",","
including,VBG
three,CD
U.S.,NNP
soldiers,NNS
.,.
Several,JJ
hundred,CD
anti-war,JJ
protesters,NNS
have,VBP
begun,VBN
their,PRP$
second,JJ
week,NN
of,IN
demonstrations,NNS
outside,IN
President,NNP
Bush,NNP
's,POS
Crawford,NNP
",",","
Texas,NNP
ranch,NN
.,.
At,IN
the,DT
center,NN
of,IN
the,DT
protests,NNS
is,VBZ
a,DT
California,NNP
woman,NN
whose,WP$
son,NN
was,VBD
killed,VBN
in,IN
Iraq,NNP
last,JJ
year,NN
.,.
Cindy,NNP
Sheehan,NNP
came,VBD
to,IN
Crawford,NNP
a,DT
week,NN
ago,IN
demanding,VBG
to,TO
talk,VB
to,TO
Mr.,NNP
Bush,NNP
about,IN
the,DT
death,NN
of,IN
her,PRP$
son,NN
and,CC
the,DT
rationale,NN
behind,IN
the,DT
Iraq,NNP
conflict,NN
.,.
On,IN
Saturday,NNP
",",","
dozens,NNS
of,IN
anti-war,JJ
demonstrators,NNS
squared,VBD
off,RP
with,IN
counter-protesters,NNS
outside,IN
Mr.,NNP
Bush,NNP
's,POS
ranch,NN
.,.
Authorities,NNS
turned,VBD
out,RP
in,IN
force,NN
to,TO
keep,VB
the,DT
two,CD
groups,NNS
separated,VBN
.,.
Mr.,NNP
Bush,NNP
has,VBZ
said,VBN
he,PRP
understands,VBZ
the,DT
sentiments,NNS
of,IN
anti-war,JJ
protesters,NNS
",",","
but,CC
he,PRP
repeated,VBD
his,PRP$
position,NN
that,IN
U.S.,NNP
troops,NNS
will,MD
not,RB
be,VB
immediately,RB
withdrawn,VBN
from,IN
Iraq,NNP
.,.
A,DT
presidential,JJ
panel,NN
says,VBZ
U.S.,NNP
intelligence,NN
about,IN
Iran,NNP
's,POS
arms,NNS
capabilities,NNS
is,VBZ
"""",``
inadequate,JJ
.,.
"""",``
The,DT
New,NNP
York,NNP
Times,NNP
says,VBZ
the,DT
panel,NN
investigating,VBG
U.S.,NNP
intelligence,NN
on,IN
global,JJ
weapons,NNS
proliferation,NN
will,MD
submit,VB
the,DT
classified,JJ
report,NN
to,TO
President,NNP
Bush,NNP
later,RB
this,DT
month,NN
.,.
The,DT
commission,NN
is,VBZ
expected,VBN
to,TO
also,RB
be,VB
critical,JJ
of,IN
American,JJ
intelligence,NN
on,IN
North,NNP
Korea,NNP
",",","
but,CC
the,DT
newspaper,NN
says,VBZ
officials,NNS
describe,VBP
the,DT
lack,NN
of,IN
information,NN
about,IN
Tehran,NNP
's,POS
capabilities,NNS
as,IN
particularly,RB
worrisome,JJ
.,.
The,DT
report,NN
says,VBZ
America,NNP
lacks,VBZ
the,DT
intelligence,NN
on,IN
Tehran,NNP
's,POS
arms,NNS
to,TO
allow,VB
firm,JJ
judgments,NNS
about,IN
its,PRP$
weapons,NNS
programs,NNS
.,.
The,DT
United,NNP
States,NNP
says,VBZ
Iran,NNP
is,VBZ
trying,VBG
to,TO
covertly,RB
develop,VB
nuclear,JJ
weapons,NNS
.,.
Tehran,NNP
insists,VBZ
its,PRP$
nuclear,JJ
program,NN
is,VBZ
for,IN
civilian,JJ
purposes,NNS
.,.
The,DT
International,NNP
Atomic,NNP
Energy,NNP
Agency,NNP
has,VBZ
been,VBN
skeptical,JJ
of,IN
Tehran,NNP
's,POS
claims,NNS
",",","
but,CC
says,VBZ
it,PRP
has,VBZ
seen,VBN
no,DT
evidence,NN
of,IN
an,DT
Iranian,JJ
nuclear,JJ
weapons,NNS
program,NN
.,.
Police,NNS
in,IN
Pakistan,NNP
say,VBP
at,IN
least,JJS
five,CD
soldiers,NNS
were,VBD
killed,VBN
in,IN
a,DT
suicide,NN
attack,NN
in,IN
the,DT
country,NN
's,POS
northwestern,JJ
Swat,NNP
Valley,NNP
.,.
Security,NN
officials,NNS
say,VBP
a,DT
suicide,NN
bomber,NN
rammed,VBD
his,PRP$
explosives-laden,JJ
vehicle,NN
into,IN
a,DT
security,NN
checkpoint,NN
in,IN
the,DT
town,NN
of,IN
Khawaza,NNP
Kehla,NNP
Saturday,NNP
.,.
At,IN
least,JJS
four,CD
soldiers,NNS
were,VBD
wounded,VBN
.,.
Pakistan,NNP
's,POS
military,NN
launched,VBD
an,DT
offensive,NN
in,IN
Swat,NNP
and,CC
surrounding,VBG
areas,NNS
in,IN
late,JJ
April,NNP
after,IN
militants,NNS
violated,VBD
a,DT
peace,NN
deal,NN
and,CC
began,VBD
advancing,VBG
toward,IN
the,DT
capital,NN
",",","
Islamabad,NNP
.,.
Officials,NNS
call,VBP
the,DT
operation,NN
a,DT
success,NN
and,CC
say,VBP
most,JJS
of,IN
the,DT
Taliban,NNP
insurgents,NNS
have,VBP
been,VBN
driven,VBN
from,IN
the,DT
region,NN
.,.
However,RB
",",","
Pakistani,JJ
forces,NNS
have,VBP
encountered,VBN
some,DT
lingering,VBG
resistance,NN
.,.
The,DT
military,NN
says,VBZ
eight,CD
militants,NNS
were,VBD
killed,VBN
Saturday,NNP
in,IN
a,DT
clash,NN
that,WDT
erupted,VBD
as,IN
soldiers,NNS
searched,VBD
another,DT
area,NN
of,IN
Swat,NNP
Valley,NNP
.,.
Two,CD
others,NNS
were,VBD
detained,VBN
.,.
Elsewhere,RB
in,IN
northwestern,JJ
Pakistan,NNP
",",","
security,NN
officials,NNS
say,VBP
fighter,NN
jets,NNS
targeted,VBD
a,DT
suspected,JJ
militant,NN
hideout,NN
in,IN
the,DT
South,NNP
Waziristan,NNP
tribal,JJ
region,NN
Saturday,NNP
.,.
Iran,NNP
's,POS
top,JJ
nuclear,JJ
negotiator,NN
says,VBZ
Tehran,NNP
will,MD
soon,RB
resume,VB
large-scale,JJ
enrichment,NN
of,IN
uranium,NN
if,IN
Iran,NNP
is,VBZ
referred,VBN
to,TO
the,DT
United,NNP
Nations,NNP
Security,NNP
Council,NNP
.,.
Ali,NNP
Larijani,NNP
also,RB
told,VBD
a,DT
news,NN
conference,NN
Wednesday,NNP
that,IN
Iran,NNP
's,POS
main,JJ
enrichment,NN
plant,NN
is,VBZ
ready,JJ
for,IN
use,NN
.,.
He,PRP
said,VBD
all,DT
Iran,NNP
has,VBZ
to,TO
do,VB
is,VBZ
inform,VB
the,DT
International,NNP
Atomic,NNP
Energy,NNP
Agency,NNP
that,IN
it,PRP
would,MD
be,VB
resuming,VBG
operations,NNS
.,.
His,PRP$
comments,NNS
come,VBP
one,CD
day,NN
before,IN
the,DT
IAEA,NNP
board,NN
meets,VBZ
in,IN
Vienna,NNP
.,.
A,DT
draft,NN
resolution,NN
obtained,VBN
by,IN
news,NN
agencies,NNS
formally,RB
calls,VBZ
on,IN
the,DT
IAEA,NNP
to,TO
report,VB
Iran,NNP
to,TO
the,DT
U.N.,NNP
Security,NNP
Council,NNP
over,IN
its,PRP$
nuclear,JJ
activities,NNS
.,.
British,JJ
Foreign,NNP
Secretary,NNP
Jack,NNP
Straw,NNP
met,VBD
his,PRP$
Iranian,JJ
counterpart,NN
Manouchehr,NNP
Mottaki,NNP
in,IN
London,NNP
today,NN
to,TO
tell,VB
him,PRP
that,IN
Tehran,NNP
has,VBZ
one,CD
last,JJ
chance,NN
to,TO
convince,VB
the,DT
world,NN
that,IN
its,PRP$
nuclear,JJ
program,NN
is,VBZ
peaceful,JJ
.,.
European,JJ
and,CC
U.S.,NNP
leaders,NNS
accuse,VBP
Iran,NNP
of,IN
secretly,RB
trying,VBG
to,TO
develop,VB
nuclear,JJ
weapons,NNS
.,.
Iran,NNP
denies,VBZ
the,DT
charge,NN
.,.
U.S.,NNP
Secretary,NN
of,IN
State,NN
Condoleezza,NNP
Rice,NNP
says,VBZ
the,DT
Bush,NNP
administration,NN
has,VBZ
a,DT
strategy,NN
to,TO
"""",``
assure,VB
victory,NN
"""",``
in,IN
Iraq,NNP
.,.
In,IN
testimony,NN
before,IN
the,DT
Senate,NNP
Foreign,NNP
Relations,NNP
Committee,NNP
",",","
Ms.,NNP
Rice,NNP
said,VBD
the,DT
plan,NN
is,VBZ
to,TO
clear,VB
out,RP
areas,NNS
under,IN
insurgent,JJ
control,NN
",",","
hold,VBP
those,DT
areas,NNS
securely,RB
",",","
and,CC
build,VB
durable,JJ
",",","
national,JJ
Iraqi,JJ
institutions,NNS
.,.
She,PRP
said,VBD
the,DT
United,NNP
States,NNPS
will,MD
send,VB
in,IN
teams,NNS
of,IN
diplomatic,JJ
and,CC
military,JJ
personnel,NNS
working,VBG
together,RB
to,TO
help,VB
Iraqis,NNS
train,VB
police,NN
",",","
and,CC
set,VB
up,RP
essential,JJ
services,NNS
.,.
Ms.,NNP
Rice,NNP
's,POS
testimony,NN
Wednesday,NNP
comes,VBZ
just,RB
days,NNS
after,IN
Iraqis,NNS
voted,VBD
in,IN
a,DT
referendum,NN
on,IN
a,DT
new,JJ
constitution,NN
.,.
Senators,NNS
pressed,VBD
the,DT
secretary,NN
for,IN
specifics,NNS
",",","
including,VBG
when,WRB
the,DT
150-thousand,JJ
U.S.,NNP
troops,NNS
in,IN
Iraq,NNP
might,MD
start,VB
coming,VBG
home,NN
.,.
The,DT
secretary,NN
refused,VBD
to,TO
offer,VB
a,DT
timetable,NN
",",","
saying,VBG
any,DT
withdrawal,NN
depends,VBZ
on,IN
Iraqi,JJ
forces,NNS
being,VBG
able,JJ
to,TO
fight,VB
the,DT
insurgents,NNS
independently,RB
.,.
English,JJ
and,CC
Irish,JJ
colonists,NNS
from,IN
St.,NNP
Kitts,NNP
first,RB
settled,VBD
on,IN
Montserrat,NNP
in,IN
1632,CD
;,;
the,DT
first,JJ
African,JJ
slaves,NNS
arrived,VBD
three,CD
decades,NNS
later,RB
.,.
The,DT
British,NNS
and,CC
French,NNS
fought,VBD
for,IN
possession,NN
of,IN
the,DT
island,NN
for,IN
most,JJS
of,IN
the,DT
18th,JJ
century,NN
",",","
but,CC
it,PRP
finally,RB
was,VBD
confirmed,VBN
as,IN
a,DT
British,JJ
possession,NN
in,IN
1783,CD
.,.
The,DT
island,NN
's,POS
sugar,NN
plantation,NN
economy,NN
was,VBD
converted,VBN
to,TO
small,JJ
farm,NN
landholdings,NNS
in,IN
the,DT
mid,JJ
19th,JJ
century,NN
.,.
Much,NN
of,IN
this,DT
island,NN
was,VBD
devastated,VBN
and,CC
two-thirds,NNS
of,IN
the,DT
population,NN
fled,VBD
abroad,RB
because,IN
of,IN
the,DT
eruption,NN
of,IN
the,DT
Soufriere,NNP
Hills,NNP
Volcano,NNP
that,WDT
began,VBD
on,IN
18,CD
July,NNP
1995,CD
.,.
Montserrat,NNP
has,VBZ
endured,VBN
volcanic,JJ
activity,NN
since,IN
",",","
with,IN
the,DT
last,JJ
eruption,NN
occurring,VBG
in,IN
July,NNP
2003,CD
.,.
Georgia,NNP
's,POS
economy,NN
sustained,VBD
GDP,NN
growth,NN
of,IN
more,JJR
than,IN
10,CD
%,NN
in,IN
2006,CD
-,:
7,CD
",",","
based,VBN
on,IN
strong,JJ
inflows,NNS
of,IN
foreign,JJ
investment,NN
and,CC
robust,JJ
government,NN
spending,NN
.,.
However,RB
",",","
GDP,NN
growth,NN
slowed,VBD
in,IN
2008,CD
following,VBG
the,DT
August,NNP
2008,CD
conflict,NN
with,IN
Russia,NNP
",",","
and,CC
turned,VBD
negative,JJ
in,IN
2009,CD
as,IN
foreign,JJ
direct,JJ
investment,NN
and,CC
workers,NNS
',POS
remittances,NNS
declined,VBD
in,IN
the,DT
wake,NN
of,IN
the,DT
global,JJ
financial,JJ
crisis,NN
",",","
but,CC
rebounded,VBD
in,IN
2010,CD
.,.
Georgia,NNP
's,POS
main,JJ
economic,JJ
activities,NNS
include,VBP
the,DT
cultivation,NN
of,IN
agricultural,JJ
products,NNS
such,JJ
as,IN
grapes,NNS
",",","
citrus,JJ
fruits,NNS
",",","
and,CC
hazelnuts,NNS
;,;
mining,NN
of,IN
manganese,NN
and,CC
copper,NN
;,;
and,CC
output,NN
of,IN
a,DT
small,JJ
industrial,JJ
sector,NN
producing,VBG
alcoholic,JJ
and,CC
nonalcoholic,JJ
beverages,NNS
",",","
metals,NNS
",",","
machinery,NN
",",","
aircraft,NN
and,CC
chemicals,NNS
.,.
Areas,NNS
of,IN
recent,JJ
improvement,NN
include,VBP
growth,NN
in,IN
the,DT
construction,NN
",",","
banking,NN
services,NNS
",",","
and,CC
mining,NN
sectors,NNS
",",","
but,CC
reduced,VBD
availability,NN
of,IN
external,JJ
investment,NN
and,CC
the,DT
slowing,VBG
regional,JJ
economy,NN
are,VBP
emerging,VBG
risks,NNS
.,.
The,DT
country,NN
imports,VBZ
nearly,RB
all,PDT
its,PRP$
needed,JJ
supplies,NNS
of,IN
natural,JJ
gas,NN
and,CC
oil,NN
products,NNS
.,.
It,PRP
has,VBZ
sizeable,JJ
hydropower,NN
capacity,NN
",",","
a,DT
growing,VBG
component,NN
of,IN
its,PRP$
energy,NN
supplies,NNS
.,.
Georgia,NNP
has,VBZ
overcome,VBN
the,DT
chronic,JJ
energy,NN
shortages,NNS
and,CC
gas,NN
supply,NN
interruptions,NNS
of,IN
the,DT
past,NN
by,IN
renovating,VBG
hydropower,NN
plants,NNS
and,CC
by,IN
increasingly,RB
relying,VBG
on,IN
natural,JJ
gas,NN
imports,NNS
from,IN
Azerbaijan,NNP
instead,IN
of,IN
from,IN
Russia,NNP
.,.
The,DT
construction,NN
on,IN
the,DT
Baku-T'bilisi-Ceyhan,JJ
oil,NN
pipeline,NN
",",","
the,DT
Baku-T'bilisi-Erzerum,JJ
gas,NN
pipeline,NN
",",","
and,CC
the,DT
Kars-Akhalkalaki,NNP
Railroad,NNP
are,VBP
part,NN
of,IN
a,DT
strategy,NN
to,TO
capitalize,VB
on,IN
Georgia,NNP
's,POS
strategic,JJ
location,NN
between,IN
Europe,NNP
and,CC
Asia,NNP
and,CC
develop,VB
its,PRP$
role,NN
as,IN
a,DT
transit,NN
point,NN
for,IN
gas,NN
",",","
oil,NN
and,CC
other,JJ
goods,NNS
.,.
Georgia,NNP
has,VBZ
historically,RB
suffered,VBN
from,IN
a,DT
chronic,JJ
failure,NN
to,TO
collect,VB
tax,NN
revenues,NNS
;,;
however,RB
",",","
the,DT
government,NN
",",","
since,IN
coming,VBG
to,TO
power,NN
in,IN
2004,CD
",",","
has,VBZ
simplified,VBN
the,DT
tax,NN
code,NN
",",","
improved,VBD
tax,NN
administration,NN
",",","
increased,VBN
tax,NN
enforcement,NN
",",","
and,CC
cracked,VBN
down,RP
on,IN
petty,JJ
corruption,NN
.,.
However,RB
",",","
the,DT
economic,JJ
downturn,NN
of,IN
2008,CD
-,:
9,CD
eroded,VBD
the,DT
tax,NN
base,NN
and,CC
led,VBD
to,TO
a,DT
decline,NN
in,IN
the,DT
budget,NN
surplus,NN
and,CC
an,DT
increase,NN
in,IN
public,JJ
borrowing,NN
needs,NNS
.,.
The,DT
country,NN
is,VBZ
